idMUNICIPIO,NOMBRE_MUNICIPIO,DEPARTAMENTO_idDEPARTAMENTO
567,"LA PALMA",14
568,"LA PEÑA",14
569,"LA VEGA",14
570,LENGUAZAQUE,14
571,MACHETÁ,14
572,MADRID,14
573,MANTA,14
574,MEDINA,14
575,MOSQUERA,14
576,NARIÑO,14
577,NEMOCÓN,14
578,NILO,14
579,NIMAIMA,14
580,NOCAIMA,14
581,"OSPINA PÉREZ",14
582,PACHO,14
583,PAIME,14
584,PANDI,14
585,PARATEBUENO,14
586,PASCA,14
587,"PUERTO SALGAR",14
588,PULÍ,14
589,QUEBRADANEGRA,14
590,QUETAME,14
591,QUIPILE,14
592,"RAFAEL REYES",14
593,RICAURTE,14
594,"SAN  ANTONIO DEL  TEQUENDAMA",14
595,"SAN BERNARDO",14
596,"SAN CAYETANO",14
597,"SAN FRANCISCO",14
598,"SAN JUAN DE RIOSECO",14
599,SASAIMA,14
600,SESQUILÉ,14
601,SIBATÉ,14
602,SILVANIA,14
603,SIMIJACA,14
604,SOACHA,14
605,SOPO,14
606,SUBACHOQUE,14
607,SUESCA,14
608,SUPATÁ,14
609,SUSA,14
610,SUTATAUSA,14
611,TABIO,14
612,TAUSA,14
613,TENA,14
614,TENJO,14
615,TIBACUY,14
616,TIBIRITA,14
617,TOCAIMA,14
618,TOCANCIPÁ,14
619,TOPAIPÍ,14
620,UBALÁ,14
621,UBAQUE,14
622,UBATÉ,14
623,UNE,14
624,UTICA,14
625,VERGARA,14
626,VIANI,14
627,"VILLA GOMEZ",14
628,"VILLA PINZÓN",14
629,VILLETA,14
630,VIOTA,14
631,YACOPÍ,14
632,ZIPACÓN,14
633,ZIPAQUIRÁ,14
634,"BARRANCO MINAS",15
635,CACAHUAL,15
636,INÍRIDA,15
637,"LA GUADALUPE",15
638,MAPIRIPANA,15
639,MORICHAL,15
640,"PANA PANA",15
641,"PUERTO COLOMBIA",15
642,"SAN FELIPE",15
643,CALAMAR,16
644,"EL RETORNO",16
645,MIRAFLOREZ,16
646,"SAN JOSÉ DEL GUAVIARE",16
647,ACEVEDO,17
648,AGRADO,17
649,AIPE,17
650,ALGECIRAS,17
651,ALTAMIRA,17
652,BARAYA,17
653,"CAMPO ALEGRE",17
654,COLOMBIA,17
655,ELIAS,17
656,GARZÓN,17
657,GIGANTE,17
658,GUADALUPE,17
659,HOBO,17
660,IQUIRA,17
661,ISNOS,17
662,"LA ARGENTINA",17
663,"LA PLATA",17
664,NATAGA,17
665,NEIVA,17
666,OPORAPA,17
667,PAICOL,17
668,PALERMO,17
669,PALESTINA,17
670,PITAL,17
671,PITALITO,17
672,RIVERA,17
673,"SALADO BLANCO",17
674,"SAN AGUSTÍN",17
675,"SANTA MARIA",17
676,SUAZA,17
677,TARQUI,17
678,TELLO,17
679,TERUEL,17
680,TESALIA,17
681,TIMANA,17
682,VILLAVIEJA,17
683,YAGUARA,17
684,ALBANIA,18
685,BARRANCAS,18
686,DIBULLA,18
687,DISTRACCIÓN,18
688,"EL MOLINO",18
689,FONSECA,18
690,"HATO NUEVO",18
691,"LA JAGUA DEL PILAR",18
692,MAICAO,18
693,MANAURE,18
694,RIOHACHA,18
695,"SAN JUAN DEL CESAR",18
696,URIBIA,18
697,URUMITA,18
698,VILLANUEVA,18
699,ALGARROBO,19
700,ARACATACA,19
701,ARIGUANI,19
702,"CERRO SAN ANTONIO",19
703,CHIVOLO,19
704,CIENAGA,19
705,CONCORDIA,19
706,"EL BANCO",19
707,"EL PIÑON",19
708,"EL RETEN",19
709,FUNDACION,19
710,GUAMAL,19
711,"NUEVA GRANADA",19
712,PEDRAZA,19
713,"PIJIÑO DEL CARMEN",19
714,PIVIJAY,19
715,PLATO,19
716,"PUEBLO VIEJO",19
717,REMOLINO,19
718,"SABANAS DE SAN ANGEL",19
719,SALAMINA,19
720,"SAN SEBASTIAN DE BUENAVISTA",19
721,"SAN ZENON",19
722,"SANTA ANA",19
723,"SANTA BARBARA DE PINTO",19
724,"SANTA MARTA",19
725,SITIONUEVO,19
726,TENERIFE,19
727,ZAPAYAN,19
728,"ZONA BANANERA",19
729,ACACIAS,20
730,"BARRANCA DE UPIA",20
731,CABUYARO,20
732,"CASTILLA LA NUEVA",20
733,CUBARRAL,20
734,CUMARAL,20
735,"EL CALVARIO",20
736,"EL CASTILLO",20
737,"EL DORADO",20
738,"FUENTE DE ORO",20
739,GRANADA,20
740,GUAMAL,20
741,"LA MACARENA",20
742,"LA URIBE",20
743,LEJANÍAS,20
744,MAPIRIPÁN,20
745,MESETAS,20
746,"PUERTO CONCORDIA",20
747,"PUERTO GAITÁN",20
748,"PUERTO LLERAS",20
749,"PUERTO LÓPEZ",20
750,"PUERTO RICO",20
751,RESTREPO,20
752,"SAN  JUAN DE ARAMA",20
753,"SAN CARLOS GUAROA",20
754,"SAN JUANITO",20
755,"SAN MARTÍN",20
756,VILLAVICENCIO,20
757,"VISTA HERMOSA",20
758,ALBAN,21
759,ALDAÑA,21
760,ANCUYA,21
761,ARBOLEDA,21
762,BARBACOAS,21
763,BELEN,21
764,BUESACO,21
765,CHACHAGUI,21
766,"COLON (GENOVA)",21
767,CONSACA,21
768,CONTADERO,21
769,CORDOBA,21
770,CUASPUD,21
771,CUMBAL,21
772,CUMBITARA,21
773,"EL CHARCO",21
774,"EL PEÑOL",21
775,"EL ROSARIO",21
776,"EL TABLÓN",21
777,"EL TAMBO",21
778,FUNES,21
779,GUACHUCAL,21
780,GUAITARILLA,21
781,GUALMATAN,21
782,ILES,21
783,IMUES,21
784,IPIALES,21
785,"LA CRUZ",21
786,"LA FLORIDA",21
787,"LA LLANADA",21
788,"LA TOLA",21
789,"LA UNION",21
790,LEIVA,21
791,LINARES,21
792,"LOS ANDES",21
793,MAGUI,21
794,MALLAMA,21
795,MOSQUEZA,21
796,NARIÑO,21
797,"OLAYA HERRERA",21
798,OSPINA,21
799,PASTO,21
800,PIZARRO,21
801,POLICARPA,21
802,POTOSI,21
803,PROVIDENCIA,21
804,PUERRES,21
805,PUPIALES,21
806,RICAURTE,21
807,"ROBERTO PAYAN",21
808,SAMANIEGO,21
809,"SAN BERNARDO",21
810,"SAN LORENZO",21
811,"SAN PABLO",21
812,"SAN PEDRO DE CARTAGO",21
813,SANDONA,21
814,"SANTA BARBARA",21
815,SANTACRUZ,21
816,SAPUYES,21
817,TAMINANGO,21
818,TANGUA,21
819,TUMACO,21
820,TUQUERRES,21
821,YACUANQUER,21
822,ABREGO,22
823,ARBOLEDAS,22
824,BOCHALEMA,22
825,BUCARASICA,22
826,CÁCHIRA,22
827,CÁCOTA,22
828,CHINÁCOTA,22
829,CHITAGÁ,22
830,CONVENCIÓN,22
831,CÚCUTA,22
832,CUCUTILLA,22
833,DURANIA,22
834,"EL CARMEN",22
835,"EL TARRA",22
836,"EL ZULIA",22
837,GRAMALOTE,22
838,HACARI,22
839,HERRÁN,22
840,"LA ESPERANZA",22
841,"LA PLAYA",22
842,LABATECA,22
843,"LOS PATIOS",22
844,LOURDES,22
845,MUTISCUA,22
846,OCAÑA,22
847,PAMPLONA,22
848,PAMPLONITA,22
849,"PUERTO SANTANDER",22
850,RAGONVALIA,22
851,SALAZAR,22
852,"SAN CALIXTO",22
853,"SAN CAYETANO",22
854,SANTIAGO,22
855,SARDINATA,22
856,SILOS,22
857,TEORAMA,22
858,TIBÚ,22
859,TOLEDO,22
860,"VILLA CARO",22
861,"VILLA DEL ROSARIO",22
862,COLÓN,23
863,MOCOA,23
864,ORITO,23
865,"PUERTO ASÍS",23
866,"PUERTO CAYCEDO",23
867,"PUERTO GUZMÁN",23
868,"PUERTO LEGUÍZAMO",23
869,"SAN FRANCISCO",23
870,"SAN MIGUEL",23
871,SANTIAGO,23
872,SIBUNDOY,23
873,"VALLE DEL GUAMUEZ",23
874,VILLAGARZÓN,23
875,ARMENIA,24
876,BUENAVISTA,24
877,CALARCÁ,24
878,CIRCASIA,24
879,CÓRDOBA,24
880,FILANDIA,24
881,GÉNOVA,24
882,"LA TEBAIDA",24
883,MONTENEGRO,24
884,PIJAO,24
885,QUIMBAYA,24
886,SALENTO,24
887,APIA,25
888,BALBOA,25
889,"BELÉN DE UMBRÍA",25
890,"DOS QUEBRADAS",25
891,GUATICA,25
892,"LA CELIA",25
893,"LA VIRGINIA",25
894,MARSELLA,25
895,MISTRATO,25
896,PEREIRA,25
897,"PUEBLO RICO",25
898,QUINCHÍA,25
899,"SANTA ROSA DE CABAL",25
900,SANTUARIO,25
901,PROVIDENCIA,26
902,"SAN ANDRES",26
903,"SANTA CATALINA",26
904,AGUADA,27
905,ALBANIA,27
906,ARATOCA,27
907,BARBOSA,27
908,BARICHARA,27
909,BARRANCABERMEJA,27
910,BETULIA,27
911,BOLÍVAR,27
912,BUCARAMANGA,27
913,CABRERA,27
914,CALIFORNIA,27
915,CAPITANEJO,27
916,CARCASI,27
917,CEPITA,27
918,CERRITO,27
919,CHARALÁ,27
920,CHARTA,27
921,CHIMA,27
922,CHIPATÁ,27
923,CIMITARRA,27
924,CONCEPCIÓN,27
925,CONFINES,27
926,CONTRATACIÓN,27
927,COROMORO,27
928,CURITÍ,27
929,"EL CARMEN",27
930,"EL GUACAMAYO",27
931,"EL PEÑÓN",27
932,"EL PLAYÓN",27
933,ENCINO,27
934,ENCISO,27
935,FLORIÁN,27
936,FLORIDABLANCA,27
937,GALÁN,27
938,GAMBITA,27
939,GIRÓN,27
940,GUACA,27
941,GUADALUPE,27
942,GUAPOTA,27
943,GUAVATÁ,27
944,GUEPSA,27
945,HATO,27
946,"JESÚS MARIA",27
947,JORDÁN,27
948,"LA BELLEZA",27
949,"LA PAZ",27
950,LANDAZURI,27
951,LEBRIJA,27
952,"LOS SANTOS",27
953,MACARAVITA,27
954,MÁLAGA,27
955,MATANZA,27
956,MOGOTES,27
957,MOLAGAVITA,27
958,OCAMONTE,27
959,OIBA,27
960,ONZAGA,27
961,PALMAR,27
962,"PALMAS DEL SOCORRO",27
963,PÁRAMO,27
964,PIEDECUESTA,27
965,PINCHOTE,27
966,"PUENTE NACIONAL",27
967,"PUERTO PARRA",27
968,"PUERTO WILCHES",27
969,RIONEGRO,27
970,"SABANA DE TORRES",27
971,"SAN ANDRÉS",27
972,"SAN BENITO",27
973,"SAN GIL",27
974,"SAN JOAQUÍN",27
975,"SAN JOSÉ DE MIRANDA",27
976,"SAN MIGUEL",27
977,"SAN VICENTE DE CHUCURÍ",27
978,"SANTA BÁRBARA",27
979,"SANTA HELENA",27
980,SIMACOTA,27
981,SOCORRO,27
982,SUAITA,27
983,SUCRE,27
984,SURATA,27
985,TONA,27
986,"VALLE SAN JOSÉ",27
987,VÉLEZ,27
988,VETAS,27
989,VILLANUEVA,27
990,ZAPATOCA,27
991,BUENAVISTA,28
992,CAIMITO,28
993,CHALÁN,28
994,COLOSO,28
995,COROZAL,28
996,"EL ROBLE",28
997,GALERAS,28
998,GUARANDA,28
999,"LA UNIÓN",28
1000,"LOS PALMITOS",28
1001,MAJAGUAL,28
1002,MORROA,28
1003,OVEJAS,28
1004,PALMITO,28
1005,SAMPUES,28
1006,"SAN BENITO ABAD",28
1007,"SAN JUAN DE BETULIA",28
1008,"SAN MARCOS",28
1009,"SAN ONOFRE",28
1010,"SAN PEDRO",28
1011,SINCÉ,28
1012,SINCELEJO,28
1013,SUCRE,28
1014,TOLÚ,28
1015,TOLUVIEJO,28
1016,ALPUJARRA,29
1017,ALVARADO,29
1018,AMBALEMA,29
1019,ANZOATEGUI,29
1020,"ARMERO (GUAYABAL)",29
1021,ATACO,29
1022,CAJAMARCA,29
1023,"CARMEN DE APICALÁ",29
1024,CASABIANCA,29
1025,CHAPARRAL,29
1026,COELLO,29
1027,COYAIMA,29
1028,CUNDAY,29
1029,DOLORES,29
1030,ESPINAL,29
1031,FALÁN,29
1032,FLANDES,29
1033,FRESNO,29
1034,GUAMO,29
1035,HERVEO,29
1036,HONDA,29
1037,IBAGUÉ,29
1038,ICONONZO,29
1039,LÉRIDA,29
1040,LÍBANO,29
1041,MARIQUITA,29
1042,MELGAR,29
1043,MURILLO,29
1044,NATAGAIMA,29
1045,ORTEGA,29
1046,PALOCABILDO,29
1047,"PIEDRAS PLANADAS",29
1048,PRADO,29
1049,PURIFICACIÓN,29
1050,RIOBLANCO,29
1051,RONCESVALLES,29
1052,ROVIRA,29
1053,SALDAÑA,29
1054,"SAN ANTONIO",29
1055,"SAN LUIS",29
1056,"SANTA ISABEL",29
1057,SUÁREZ,29
1058,"VALLE DE SAN JUAN",29
1059,VENADILLO,29
1060,VILLAHERMOSA,29
1061,VILLARRICA,29
1062,ALCALÁ,30
1063,ANDALUCÍA,30
1064,"ANSERMA NUEVO",30
1065,ARGELIA,30
1066,BOLÍVAR,30
1067,BUENAVENTURA,30
1068,BUGA,30
1069,BUGALAGRANDE,30
1070,CAICEDONIA,30
1071,CALI,30
1072,"CALIMA (DARIEN)",30
1073,CANDELARIA,30
1074,CARTAGO,30
1075,DAGUA,30
1076,"EL AGUILA",30
1077,"EL CAIRO",30
1078,"EL CERRITO",30
1079,"EL DOVIO",30
1080,FLORIDA,30
1081,"GINEBRA GUACARI",30
1082,JAMUNDÍ,30
1083,"LA CUMBRE",30
1084,"LA UNIÓN",30
1085,"LA VICTORIA",30
1086,OBANDO,30
1087,PALMIRA,30
1088,PRADERA,30
1089,RESTREPO,30
1090,"RIO FRÍO",30
1091,ROLDANILLO,30
1092,"SAN PEDRO",30
1093,SEVILLA,30
1094,TORO,30
1095,TRUJILLO,30
1096,TULÚA,30
1097,ULLOA,30
1098,VERSALLES,30
1099,VIJES,30
1100,YOTOCO,30
1101,YUMBO,30
1102,ZARZAL,30
1103,CARURÚ,31
1104,MITÚ,31
1105,PACOA,31
1106,PAPUNAUA,31
1107,TARAIRA,31
1108,YAVARATÉ,31
1109,CUMARIBO,32
1110,"LA PRIMAVERA",32
1111,"PUERTO CARREÑO",32
1112,"SANTA ROSALIA",32
